review,travel_date,rating,place,usr_code,title
"Great local community garden and dog run.  The community garden has free plot where local resident can apply to grow their own vegetables and fruit. On the other side there is a so called 'Fence free dog park' where there is a gadget you can attach to your dog's collar and let the dog run free.  It is against DC law to let your dog go leash free apart from designated area.  So for all of us loving dog owner beware, someone got a ticket in here before.  None the less, it is a great convenient dog run, the closest dog park is on the 14th street.",May 2014,40,Wangari Garden,Superlegalbabe,Great community garden and dog run in Parkview
"Upper Massachusetts Avenue (16 Street up) is known as Embassy Row with the cluster of Foreign Embassies and many grand old buildings. However, lower Massachusetts Avenue are known for old neighborhood and iconic historic churches.  The Church of the Ascension and Saint Agnes.  According to the history, the building of the church was completed in 1844.  The Gothic Revival design adds nice look of the many different churches especially from 14th Street NW to 9th Street NW near Chinatown.",February 2017,30,Church of the Ascension and Saint Agnes,Prawet J,Nice addition for a walking tour
"Overall, worth a visit.  This is the only orthodox synagogue in the downtown DC area and the area itself is delightful to walk through.",August 2016,30,Georgetown Synagogue,RoyalSilk,"Good facility, excellent Torah reading, poor chazanut, poor kiddush"
Worth a visit!,July 2017,50,Georgetown Synagogue,josha966,Great visit 
"If you are in 14th and U Street area, stop to see a landmark if you have time.",November 2018,30,Mary Ann Shadd Cary House,Prawet J,Have time? Worth a visit.
"This ""attraction"" is nothing more than a historical marker noting the unassuming house of Mary Ann Shadd Cary, a prominent 19th Century African-American woman.  You cannot, as far as I can tell, tour the house.  It does not cost anything or take long to read the plaque outside the house, however.",March 2019,20,Mary Ann Shadd Cary House,Brend482,It's just a sign
"This is a small park dedicated to Dr. Woodson, one of the DC leaders. If you visit his historic home site, make sure that you also visit the park which is a few steps from the home to read about who he was and to see his statue in the Park. Good place to learn about him.",November 2018,30,Carter G. Woodson Memorial Park,Prawet J,Nice little parki with statue
"The Carter G. Woodson Memorial Park is located just a few steps from The Woodson House.  The park is dedicated to Dr. Woodson who was a prominent leader in Washington D.C. The park also has the statue of Dr. Woodson with a few information to tell visitors who he was.  If you are in the Shaw area and/or visiting his historic home, do not forget to stop by at the park which is a few minute walk from the house on 9th street.",November 2018,30,Carter G. Woodson Memorial Park,Prawet J,Nice little park with statue
Oh and it is free besides a small donation!,July 2016,50,Hillyer Art Space,Catie W,Amazing gallery tucked away in the heart of Dupont
"The street level gallery, where the artists work, is wheel-chair accessible. I don't think the basement level is. There is plenty of street parking, and the location is served by Metro bus.",November 2016,40,Art Enables,K F,Outsider art in the nation's capital
"The Mt. Pleasant Farmers' Market is a nice small fresh produce and bake goods Saturday market in the heart of the Village (Mt. Pleasant).  It is located at the Mt. Pleasant Plaza in Lamont Park minute (the end of the street at 3200 block).  It is a 10 minute walk from Columbia Height Metro station and is at the end of Bus 42 and Bus 8 but routes.  The market opens from 9-1 pm on Saturday only during the season (Summer and Fall). In addition to fresh produce and bake goods from area farmers, there are other free activities for local residents and visitors  At the end of the visit, visitors can enjoy good brunch from area diversity of choices of restaurants.  Come and join locals for good produce and good food.",August 2016,40,Mt. Pleasant Farmers' Market,Prawet J,Popular market among locals
"On the edge of George Washington University and the Foggy Bottom Historical District, St. Paul's is a beautiful place for worship or individual prayer and reflection. Its traditional English country interior with dark wood throughout and long stained glass windows on either side set the stage for focusing on the divine. The cross in the chancel becomes the focus of those gathered on Sunday or throughout the week. The parish is very active with numerous services on  weekends and during the week, including confessions on Wednesday. The parish life bulletin highlights outreach into both the local community and throughout Metropolitan Washington in cooperation with other Episcopal churches. The exterior is nicely modeled in the traditional manner with solid stone as the base.",April 2015,50,St Paul's Parish,jeffl499,Beautiful Church
"A small local park I came upon as my walk took me through it and down to the C&O Canal. It has playing fields (children's soccer going on whilst I was there), a children's play area with a good set of rides, a pavilion with toilets and some nice gardens well stocked with flowers.",October 2016,40,Palisades Park,MelB776,"A small local park with playing fields, a children's play area, pavilion and toilets and gardens"
"The property is approximately one mile north of Howard University.  Otis Lane is off of the main artery, which is Georgia Avenue.  It is near the middle of the block, which dead-ends.  You can access the residence by driving, or by bus (#90) or combination of taking the metro.  Get off at the Shaw exit and walk to Florida/Georgia avenue.",August 2013,50,Eugene Allen Resident,fredyt3,"Eugene Allen ""The Butler"" Residence"
"This building doesn't have the awe and wonder of many of the other monuments and sites in Washington, but it is a good place to just know and if you are waiting in your scheduled time to get into the holocaust building or other site, this can definitely help speed up the wait a little bit.",March 2017,30,Sidney Yates Building,Cdaleske,Overlooked Building in the heart of DC
